DOCENTE,DIA,HORA_INICIO,PRIORIDAD
20202020,lunes,10:00,1
20202020,lunes,11:00,1
20202020,lunes,12:00,1
20202020,martes,09:00,1
20202020,martes,10:00,1
20202020,martes,11:00,1
20202020,martes,12:00,1
20202020,martes,14:00,1
20202020,martes,15:00,1
20202020,viernes,09:00,1
20202020,viernes,10:00,1
20202020,viernes,11:00,1
20202020,viernes,12:00,1
21212121,martes,16:00,1
21212121,martes,17:00,1
21212121,miercoles,09:00,1
21212121,miercoles,10:00,1
21212121,miercoles,11:00,1
21212121,miercoles,14:00,1
21212121,miercoles,15:00,1
21212121,miercoles,16:00,1
21212121,miercoles,17:00,1
21212121,jueves,07:00,1
21212121,jueves,08:00,1
21212121,jueves,09:00,1
21212121,jueves,10:00,1
21212121,jueves,11:00,1
21212121,jueves,12:00,1
21212121,jueves,16:00,1
21212121,jueves,17:00,1
22222223,miercoles,07:00,1
22222223,miercoles,08:00,1
22222223,miercoles,09:00,1
22222223,miercoles,10:00,1
22222223,miercoles,11:00,1
22222223,miercoles,12:00,1
22222223,miercoles,14:00,1
22222223,miercoles,15:00,1
22222223,miercoles,16:00,1
22222223,miercoles,17:00,1
22222223,miercoles,18:00,1
22222223,miercoles,19:00,1
22222223,jueves,07:00,1
22222223,jueves,08:00,1
22222223,jueves,09:00,1
22222223,jueves,10:00,1
22222223,jueves,11:00,1
22222223,jueves,12:00,1
23232323,miercoles,18:00,1
23232323,miercoles,19:00,1
23232323,miercoles,20:00,1
23232323,jueves,14:00,1
23232323,jueves,15:00,1
24242424,martes,16:00,1
24242424,martes,17:00,1
24242424,jueves,18:00,1
24242424,jueves,19:00,1
24242424,jueves,20:00,1
24242424,viernes,07:00,1
24242424,viernes,08:00,1
24242424,viernes,16:00,1
24242424,viernes,17:00,1
25252525,lunes,07:00,1
25252525,lunes,08:00,1
25252525,martes,07:00,1
25252525,martes,08:00,1
26262626,lunes,15:00,1
26262626,lunes,16:00,1
26262626,lunes,17:00,1
26262626,lunes,18:00,1
26262626,lunes,19:00,1
26262626,miercoles,14:00,1
26262626,miercoles,15:00,1
26262626,miercoles,16:00,1
26262626,miercoles,17:00,1
26262626,jueves,07:00,1
26262626,jueves,08:00,1
26262626,jueves,09:00,1
26262626,jueves,10:00,1
27272727,martes,18:00,1
27272727,martes,19:00,1
27272727,viernes,18:00,1
27272727,viernes,19:00,1
28282828,lunes,07:00,1
28282828,lunes,08:00,1
28282828,lunes,09:00,1
28282828,lunes,10:00,1
28282828,lunes,11:00,1
28282828,lunes,12:00,1
28282828,martes,07:00,1
28282828,martes,08:00,1
28282828,martes,09:00,1
28282828,martes,10:00,1
28282828,martes,11:00,1
28282828,martes,12:00,1
29292929,lunes,07:00,1
29292929,lunes,08:00,1
29292929,lunes,09:00,1
29292929,lunes,10:00,1
29292929,lunes,11:00,1
29292929,lunes,12:00,1
29292929,lunes,15:00,1
29292929,lunes,16:00,1
29292929,lunes,17:00,1
29292929,martes,15:00,1
29292929,martes,16:00,1
29292929,martes,17:00,1
29292929,miercoles,07:00,1
29292929,miercoles,08:00,1
29292929,jueves,15:00,1
29292929,jueves,16:00,1
29292929,jueves,17:00,1
30303030,lunes,10:00,1
30303030,lunes,11:00,1
30303030,lunes,12:00,1
30303030,lunes,13:00,1
30303030,lunes,14:00,1
30303030,lunes,15:00,1
30303030,lunes,16:00,1
30303030,lunes,17:00,1
30303030,lunes,18:00,1
30303030,miercoles,14:00,1
30303030,miercoles,15:00,1
30303030,miercoles,16:00,1
30303030,miercoles,17:00,1
30303030,miercoles,18:00,1
30303030,miercoles,19:00,1
30303030,viernes,09:00,1
30303030,viernes,10:00,1
30303030,viernes,11:00,1
30303030,viernes,16:00,1
30303030,viernes,17:00,1
31313131,martes,08:00,1
31313131,martes,09:00,1
31313131,martes,13:00,1
31313131,martes,14:00,1
31313131,martes,15:00,1
31313131,martes,16:00,1
31313131,martes,17:00,1
31313131,martes,18:00,1
31313131,martes,19:00,1
31313131,martes,20:00,1
31313131,viernes,17:00,1
31313131,viernes,18:00,1
31313131,viernes,19:00,1
32323232,jueves,07:00,1
32323232,jueves,08:00,1
32323232,jueves,09:00,1
32323232,jueves,10:00,1
32323232,jueves,11:00,1
32323232,jueves,12:00,1
32323232,jueves,13:00,1
32323232,viernes,07:00,1
32323232,viernes,08:00,1
33333334,jueves,18:00,1
33333334,jueves,19:00,1
33333334,viernes,14:00,1
33333334,viernes,15:00,1
33333334,viernes,16:00,1
34343434,martes,07:00,1
34343434,martes,08:00,1
34343434,martes,09:00,1
34343434,martes,10:00,1
34343434,martes,11:00,1
34343434,martes,12:00,1
34343434,jueves,07:00,1
34343434,jueves,08:00,1
34343434,jueves,09:00,1
34343434,jueves,10:00,1
34343434,jueves,11:00,1
34343434,jueves,12:00,1
35353535,jueves,07:00,1
35353535,jueves,08:00,1
35353535,jueves,14:00,1
35353535,jueves,15:00,1
35353535,jueves,16:00,1
35353535,jueves,17:00,1
35353535,jueves,18:00,1
35353535,jueves,19:00,1
35353535,jueves,20:00,1
35353535,viernes,10:00,1
35353535,viernes,11:00,1
35353535,viernes,12:00,1
35353535,viernes,14:00,1
35353535,viernes,15:00,1
35353535,viernes,16:00,1
35353535,viernes,17:00,1
35353535,viernes,18:00,1
35353535,viernes,19:00,1
35353535,viernes,20:00,1
36363636,martes,13:00,1
36363636,martes,14:00,1
36363636,martes,15:00,1
36363636,miercoles,13:00,1
36363636,miercoles,14:00,1
36363636,miercoles,15:00,1
36363636,miercoles,16:00,1
36363636,miercoles,17:00,1
36363636,miercoles,18:00,1
36363636,jueves,09:00,1
36363636,jueves,10:00,1
36363636,viernes,14:00,1
36363636,viernes,15:00,1
36363636,viernes,16:00,1
36363636,viernes,17:00,1
36363636,viernes,18:00,1
36363636,viernes,19:00,1
37373737,miercoles,07:00,1
37373737,miercoles,08:00,1
37373737,miercoles,09:00,1
37373737,miercoles,10:00,1
38383838,lunes,07:00,1
38383838,lunes,08:00,1
38383838,lunes,09:00,1
38383838,lunes,10:00,1
38383838,lunes,14:00,1
38383838,lunes,15:00,1
38383838,lunes,16:00,1
38383838,martes,10:00,1
38383838,martes,11:00,1
38383838,martes,13:00,1
38383838,martes,14:00,1
38383838,martes,19:00,1
38383838,martes,20:00,1
38383838,miercoles,07:00,1
38383838,miercoles,08:00,1
38383838,miercoles,09:00,1
38383838,miercoles,17:00,1
38383838,miercoles,18:00,1
38383838,miercoles,19:00,1
38383838,jueves,18:00,1
38383838,jueves,19:00,1
