DOCENTE,DIA,HORA_INICIO,PRIORIDAD
22222222,jueves,11:00,1
22222222,jueves,12:00,1
22222222,jueves,13:00,1
22222222,jueves,14:00,1
22222222,jueves,15:00,1
22222222,jueves,16:00,1
22222222,jueves,17:00,1
22222222,jueves,18:00,1
22222222,jueves,19:00,1
22222222,jueves,20:00,1
22222222,viernes,07:00,1
22222222,viernes,08:00,1
22222222,viernes,09:00,1
22222222,viernes,10:00,1
22222222,viernes,11:00,1
22222222,viernes,12:00,1
22222222,viernes,13:00,1
22222222,viernes,14:00,1
22222222,viernes,15:00,1
22222222,viernes,16:00,1
22222222,viernes,17:00,1
22222222,viernes,18:00,1
22222222,viernes,19:00,1
22222222,viernes,20:00,1
33333333,lunes,07:00,1
33333333,lunes,08:00,1
33333333,lunes,09:00,1
33333333,lunes,10:00,1
33333333,lunes,11:00,1
33333333,lunes,12:00,1
33333333,lunes,13:00,1
33333333,lunes,14:00,1
33333333,lunes,15:00,1
33333333,lunes,16:00,1
33333333,lunes,17:00,1
33333333,lunes,18:00,1
33333333,lunes,19:00,1
33333333,lunes,20:00,1
33333333,martes,07:00,1
33333333,martes,08:00,1
33333333,martes,09:00,1
33333333,martes,10:00,1
33333333,martes,11:00,1
33333333,martes,12:00,1
33333333,martes,13:00,1
33333333,martes,14:00,1
33333333,martes,15:00,1
33333333,martes,16:00,1
33333333,martes,17:00,1
33333333,martes,18:00,1
33333333,martes,19:00,1
33333333,martes,20:00,1
33333333,miercoles,07:00,1
33333333,miercoles,08:00,1
33333333,miercoles,09:00,1
33333333,miercoles,10:00,1
33333333,miercoles,11:00,1
33333333,miercoles,12:00,1
33333333,miercoles,13:00,1
33333333,miercoles,14:00,1
33333333,miercoles,15:00,1
33333333,miercoles,16:00,1
33333333,miercoles,17:00,1
33333333,miercoles,18:00,1
33333333,miercoles,19:00,1
33333333,miercoles,20:00,1
33333333,jueves,07:00,1
33333333,jueves,08:00,1
33333333,jueves,09:00,1
33333333,jueves,10:00,1
33333333,jueves,11:00,1
33333333,jueves,12:00,1
33333333,jueves,13:00,1
33333333,jueves,14:00,1
33333333,jueves,15:00,1
33333333,jueves,16:00,1
33333333,jueves,17:00,1
33333333,jueves,18:00,1
33333333,jueves,19:00,1
33333333,jueves,20:00,1
33333333,viernes,07:00,1
33333333,viernes,08:00,1
33333333,viernes,09:00,1
33333333,viernes,10:00,1
33333333,viernes,11:00,1
33333333,viernes,12:00,1
33333333,viernes,13:00,1
33333333,viernes,14:00,1
33333333,viernes,15:00,1
33333333,viernes,16:00,1
33333333,viernes,17:00,1
33333333,viernes,18:00,1
33333333,viernes,19:00,1
33333333,viernes,20:00,1
44444444,lunes,07:00,1
44444444,lunes,08:00,1
44444444,lunes,09:00,1
44444444,lunes,10:00,1
44444444,lunes,11:00,1
44444444,lunes,12:00,1
44444444,lunes,13:00,1
44444444,lunes,14:00,1
44444444,lunes,15:00,1
44444444,lunes,16:00,1
44444444,lunes,17:00,1
44444444,lunes,18:00,1
44444444,lunes,19:00,1
44444444,lunes,20:00,1
44444444,martes,07:00,1
44444444,martes,08:00,1
44444444,martes,09:00,1
44444444,martes,10:00,1
44444444,martes,11:00,1
44444444,martes,12:00,1
44444444,martes,13:00,1
44444444,martes,14:00,1
44444444,martes,15:00,1
44444444,martes,16:00,1
44444444,martes,17:00,1
44444444,martes,18:00,1
44444444,martes,19:00,1
44444444,martes,20:00,1
44444444,miercoles,07:00,1
44444444,miercoles,08:00,1
44444444,miercoles,09:00,1
44444444,miercoles,10:00,1
44444444,miercoles,11:00,1
44444444,miercoles,12:00,1
44444444,miercoles,13:00,1
44444444,miercoles,14:00,1
44444444,miercoles,15:00,1
44444444,miercoles,16:00,1
44444444,miercoles,17:00,1
44444444,miercoles,18:00,1
44444444,miercoles,19:00,1
44444444,miercoles,20:00,1
44444444,jueves,07:00,1
44444444,jueves,08:00,1
44444444,jueves,09:00,1
44444444,jueves,10:00,1
44444444,jueves,11:00,1
44444444,jueves,12:00,1
44444444,jueves,13:00,1
44444444,jueves,14:00,1
44444444,jueves,15:00,1
44444444,jueves,16:00,1
44444444,jueves,17:00,1
44444444,jueves,18:00,1
44444444,jueves,19:00,1
44444444,jueves,20:00,1
44444444,viernes,07:00,1
44444444,viernes,08:00,1
44444444,viernes,09:00,1
44444444,viernes,10:00,1
44444444,viernes,11:00,1
44444444,viernes,12:00,1
44444444,viernes,13:00,1
44444444,viernes,14:00,1
44444444,viernes,15:00,1
44444444,viernes,16:00,1
44444444,viernes,17:00,1
44444444,viernes,18:00,1
44444444,viernes,19:00,1
44444444,viernes,20:00,1
55555555,lunes,07:00,1
55555555,lunes,08:00,1
55555555,lunes,09:00,1
55555555,lunes,10:00,1
55555555,lunes,11:00,1
55555555,lunes,12:00,1
55555555,lunes,13:00,1
55555555,lunes,14:00,1
55555555,lunes,15:00,1
55555555,lunes,16:00,1
55555555,lunes,17:00,1
55555555,lunes,18:00,1
55555555,lunes,19:00,1
55555555,lunes,20:00,1
55555555,martes,07:00,1
55555555,martes,08:00,1
55555555,martes,09:00,1
55555555,martes,10:00,1
55555555,martes,11:00,1
55555555,martes,12:00,1
55555555,martes,13:00,1
55555555,martes,14:00,1
55555555,martes,15:00,1
55555555,martes,16:00,1
55555555,martes,17:00,1
55555555,martes,18:00,1
55555555,martes,19:00,1
55555555,martes,20:00,1
55555555,miercoles,07:00,1
55555555,miercoles,08:00,1
55555555,miercoles,09:00,1
55555555,miercoles,10:00,1
55555555,miercoles,11:00,1
55555555,miercoles,12:00,1
55555555,miercoles,13:00,1
55555555,miercoles,14:00,1
55555555,miercoles,15:00,1
55555555,miercoles,16:00,1
55555555,miercoles,17:00,1
55555555,miercoles,18:00,1
55555555,miercoles,19:00,1
55555555,miercoles,20:00,1
55555555,jueves,07:00,1
55555555,jueves,08:00,1
55555555,jueves,09:00,1
55555555,jueves,10:00,1
55555555,jueves,11:00,1
55555555,jueves,12:00,1
55555555,jueves,13:00,1
55555555,jueves,14:00,1
55555555,jueves,15:00,1
55555555,jueves,16:00,1
55555555,jueves,17:00,1
55555555,jueves,18:00,1
55555555,jueves,19:00,1
55555555,jueves,20:00,1
55555555,viernes,07:00,1
55555555,viernes,08:00,1
55555555,viernes,09:00,1
55555555,viernes,10:00,1
55555555,viernes,11:00,1
55555555,viernes,12:00,1
55555555,viernes,13:00,1
55555555,viernes,14:00,1
55555555,viernes,15:00,1
55555555,viernes,16:00,1
55555555,viernes,17:00,1
55555555,viernes,18:00,1
55555555,viernes,19:00,1
55555555,viernes,20:00,1
66666666,lunes,07:00,1
66666666,lunes,08:00,1
66666666,lunes,09:00,1
66666666,lunes,10:00,1
66666666,lunes,11:00,1
66666666,lunes,12:00,1
66666666,lunes,13:00,1
66666666,lunes,14:00,1
66666666,lunes,15:00,1
66666666,lunes,16:00,1
66666666,lunes,17:00,1
66666666,lunes,18:00,1
66666666,lunes,19:00,1
66666666,lunes,20:00,1
66666666,martes,07:00,1
66666666,martes,08:00,1
66666666,martes,09:00,1
66666666,martes,10:00,1
66666666,martes,11:00,1
66666666,martes,12:00,1
66666666,martes,13:00,1
66666666,martes,14:00,1
66666666,martes,15:00,1
66666666,martes,16:00,1
66666666,martes,17:00,1
66666666,martes,18:00,1
66666666,martes,19:00,1
66666666,martes,20:00,1
66666666,miercoles,07:00,1
66666666,miercoles,08:00,1
66666666,miercoles,09:00,1
66666666,miercoles,10:00,1
66666666,miercoles,11:00,1
66666666,miercoles,12:00,1
66666666,miercoles,13:00,1
66666666,miercoles,14:00,1
66666666,miercoles,15:00,1
66666666,miercoles,16:00,1
66666666,miercoles,17:00,1
66666666,miercoles,18:00,1
66666666,miercoles,19:00,1
66666666,miercoles,20:00,1
66666666,jueves,07:00,1
66666666,jueves,08:00,1
66666666,jueves,09:00,1
66666666,jueves,10:00,1
66666666,jueves,11:00,1
66666666,jueves,12:00,1
66666666,jueves,13:00,1
66666666,jueves,14:00,1
66666666,jueves,15:00,1
66666666,jueves,16:00,1
66666666,jueves,17:00,1
66666666,jueves,18:00,1
66666666,jueves,19:00,1
66666666,jueves,20:00,1
66666666,viernes,07:00,1
66666666,viernes,08:00,1
66666666,viernes,09:00,1
66666666,viernes,10:00,1
66666666,viernes,11:00,1
66666666,viernes,12:00,1
66666666,viernes,13:00,1
66666666,viernes,14:00,1
66666666,viernes,15:00,1
66666666,viernes,16:00,1
66666666,viernes,17:00,1
66666666,viernes,18:00,1
66666666,viernes,19:00,1
66666666,viernes,20:00,1
77777777,lunes,07:00,1
77777777,lunes,08:00,1
77777777,lunes,09:00,1
77777777,lunes,10:00,1
77777777,lunes,11:00,1
77777777,lunes,12:00,1
77777777,lunes,13:00,1
77777777,lunes,14:00,1
77777777,lunes,15:00,1
77777777,lunes,16:00,1
77777777,lunes,17:00,1
77777777,lunes,18:00,1
77777777,lunes,19:00,1
77777777,lunes,20:00,1
77777777,martes,07:00,1
77777777,martes,08:00,1
77777777,martes,09:00,1
77777777,martes,10:00,1
77777777,martes,11:00,1
77777777,martes,12:00,1
77777777,martes,13:00,1
77777777,martes,14:00,1
77777777,martes,15:00,1
77777777,martes,16:00,1
77777777,martes,17:00,1
77777777,martes,18:00,1
77777777,martes,19:00,1
77777777,martes,20:00,1
77777777,miercoles,07:00,1
77777777,miercoles,08:00,1
77777777,miercoles,09:00,1
77777777,miercoles,10:00,1
77777777,miercoles,11:00,1
77777777,miercoles,12:00,1
77777777,miercoles,13:00,1
77777777,miercoles,14:00,1
77777777,miercoles,15:00,1
77777777,miercoles,16:00,1
77777777,miercoles,17:00,1
77777777,miercoles,18:00,1
77777777,miercoles,19:00,1
77777777,miercoles,20:00,1
77777777,jueves,07:00,1
77777777,jueves,08:00,1
77777777,jueves,09:00,1
77777777,jueves,10:00,1
77777777,jueves,11:00,1
77777777,jueves,12:00,1
77777777,jueves,13:00,1
77777777,jueves,14:00,1
77777777,jueves,15:00,1
77777777,jueves,16:00,1
77777777,jueves,17:00,1
77777777,jueves,18:00,1
77777777,jueves,19:00,1
77777777,jueves,20:00,1
77777777,viernes,07:00,1
77777777,viernes,08:00,1
77777777,viernes,09:00,1
77777777,viernes,10:00,1
77777777,viernes,11:00,1
77777777,viernes,12:00,1
77777777,viernes,13:00,1
77777777,viernes,14:00,1
77777777,viernes,15:00,1
77777777,viernes,16:00,1
77777777,viernes,17:00,1
77777777,viernes,18:00,1
77777777,viernes,19:00,1
77777777,viernes,20:00,1
88888888,lunes,07:00,1
88888888,lunes,08:00,1
88888888,lunes,09:00,1
88888888,lunes,10:00,1
88888888,lunes,11:00,1
88888888,lunes,12:00,1
88888888,lunes,13:00,1
88888888,lunes,14:00,1
88888888,lunes,15:00,1
88888888,lunes,16:00,1
88888888,lunes,17:00,1
88888888,lunes,18:00,1
88888888,lunes,19:00,1
88888888,lunes,20:00,1
88888888,martes,07:00,1
88888888,martes,08:00,1
88888888,martes,09:00,1
88888888,martes,10:00,1
88888888,martes,11:00,1
88888888,martes,12:00,1
88888888,martes,13:00,1
88888888,martes,14:00,1
88888888,martes,15:00,1
88888888,martes,16:00,1
88888888,martes,17:00,1
88888888,martes,18:00,1
88888888,martes,19:00,1
88888888,martes,20:00,1
88888888,miercoles,07:00,1
88888888,miercoles,08:00,1
88888888,miercoles,09:00,1
88888888,miercoles,10:00,1
88888888,miercoles,11:00,1
88888888,miercoles,12:00,1
88888888,miercoles,13:00,1
88888888,miercoles,14:00,1
88888888,miercoles,15:00,1
88888888,miercoles,16:00,1
88888888,miercoles,17:00,1
88888888,miercoles,18:00,1
88888888,miercoles,19:00,1
88888888,miercoles,20:00,1
88888888,jueves,07:00,1
88888888,jueves,08:00,1
88888888,jueves,09:00,1
88888888,jueves,10:00,1
88888888,jueves,11:00,1
88888888,jueves,12:00,1
88888888,jueves,13:00,1
88888888,jueves,14:00,1
88888888,jueves,15:00,1
88888888,jueves,16:00,1
88888888,jueves,17:00,1
88888888,jueves,18:00,1
88888888,jueves,19:00,1
88888888,jueves,20:00,1
88888888,viernes,07:00,1
88888888,viernes,08:00,1
88888888,viernes,09:00,1
88888888,viernes,10:00,1
88888888,viernes,11:00,1
88888888,viernes,12:00,1
88888888,viernes,13:00,1
88888888,viernes,14:00,1
88888888,viernes,15:00,1
88888888,viernes,16:00,1
88888888,viernes,17:00,1
88888888,viernes,18:00,1
88888888,viernes,19:00,1
88888888,viernes,20:00,1
99999999,lunes,07:00,1
99999999,lunes,08:00,1
99999999,lunes,09:00,1
99999999,lunes,10:00,1
99999999,lunes,11:00,1
99999999,lunes,12:00,1
99999999,lunes,13:00,1
99999999,lunes,14:00,1
99999999,lunes,15:00,1
99999999,lunes,16:00,1
99999999,lunes,17:00,1
99999999,lunes,18:00,1
99999999,lunes,19:00,1
99999999,lunes,20:00,1
99999999,martes,07:00,1
99999999,martes,08:00,1
99999999,martes,09:00,1
99999999,martes,10:00,1
99999999,martes,11:00,1
99999999,martes,12:00,1
99999999,martes,13:00,1
99999999,martes,14:00,1
99999999,martes,15:00,1
99999999,martes,16:00,1
99999999,martes,17:00,1
99999999,martes,18:00,1
99999999,martes,19:00,1
99999999,martes,20:00,1
99999999,miercoles,07:00,1
99999999,miercoles,08:00,1
99999999,miercoles,09:00,1
99999999,miercoles,10:00,1
99999999,miercoles,11:00,1
99999999,miercoles,12:00,1
99999999,miercoles,13:00,1
99999999,miercoles,14:00,1
99999999,miercoles,15:00,1
99999999,miercoles,16:00,1
99999999,miercoles,17:00,1
99999999,miercoles,18:00,1
99999999,miercoles,19:00,1
99999999,miercoles,20:00,1
99999999,jueves,07:00,1
99999999,jueves,08:00,1
99999999,jueves,09:00,1
99999999,jueves,10:00,1
99999999,jueves,11:00,1
99999999,jueves,12:00,1
99999999,jueves,13:00,1
99999999,jueves,14:00,1
99999999,jueves,15:00,1
99999999,jueves,16:00,1
99999999,jueves,17:00,1
99999999,jueves,18:00,1
99999999,jueves,19:00,1
99999999,jueves,20:00,1
99999999,viernes,07:00,1
99999999,viernes,08:00,1
99999999,viernes,09:00,1
99999999,viernes,10:00,1
99999999,viernes,11:00,1
99999999,viernes,12:00,1
99999999,viernes,13:00,1
99999999,viernes,14:00,1
99999999,viernes,15:00,1
99999999,viernes,16:00,1
99999999,viernes,17:00,1
99999999,viernes,18:00,1
99999999,viernes,19:00,1
99999999,viernes,20:00,1
70707070,lunes,07:00,1
70707070,lunes,08:00,1
70707070,lunes,09:00,1
70707070,lunes,10:00,1
70707070,lunes,11:00,1
70707070,lunes,12:00,1
70707070,lunes,13:00,1
70707070,lunes,14:00,1
70707070,lunes,15:00,1
70707070,lunes,16:00,1
70707070,lunes,17:00,1
70707070,lunes,18:00,1
70707070,lunes,19:00,1
70707070,lunes,20:00,1
70707070,martes,07:00,1
70707070,martes,08:00,1
70707070,martes,09:00,1
70707070,martes,10:00,1
70707070,martes,11:00,1
70707070,martes,12:00,1
70707070,martes,13:00,1
70707070,martes,14:00,1
70707070,martes,15:00,1
70707070,martes,16:00,1
70707070,martes,17:00,1
70707070,martes,18:00,1
70707070,martes,19:00,1
70707070,martes,20:00,1
70707070,miercoles,07:00,1
70707070,miercoles,08:00,1
70707070,miercoles,09:00,1
70707070,miercoles,10:00,1
70707070,miercoles,11:00,1
70707070,miercoles,12:00,1
70707070,miercoles,13:00,1
70707070,miercoles,14:00,1
70707070,miercoles,15:00,1
70707070,miercoles,16:00,1
70707070,miercoles,17:00,1
70707070,miercoles,18:00,1
70707070,miercoles,19:00,1
70707070,miercoles,20:00,1
70707070,jueves,07:00,1
70707070,jueves,08:00,1
70707070,jueves,09:00,1
70707070,jueves,10:00,1
70707070,jueves,11:00,1
70707070,jueves,12:00,1
70707070,jueves,13:00,1
70707070,jueves,14:00,1
70707070,jueves,15:00,1
70707070,jueves,16:00,1
70707070,jueves,17:00,1
70707070,jueves,18:00,1
70707070,jueves,19:00,1
70707070,jueves,20:00,1
70707070,viernes,07:00,1
70707070,viernes,08:00,1
70707070,viernes,09:00,1
70707070,viernes,10:00,1
70707070,viernes,11:00,1
70707070,viernes,12:00,1
70707070,viernes,13:00,1
70707070,viernes,14:00,1
70707070,viernes,15:00,1
70707070,viernes,16:00,1
70707070,viernes,17:00,1
70707070,viernes,18:00,1
70707070,viernes,19:00,1
70707070,viernes,20:00,1
70808080,lunes,07:00,1
70808080,lunes,08:00,1
70808080,lunes,09:00,1
70808080,lunes,10:00,1
70808080,lunes,11:00,1
70808080,lunes,12:00,1
70808080,lunes,13:00,1
70808080,lunes,14:00,1
70808080,lunes,15:00,1
70808080,lunes,16:00,1
70808080,lunes,17:00,1
70808080,lunes,18:00,1
70808080,lunes,19:00,1
70808080,lunes,20:00,1
70808080,martes,07:00,1
70808080,martes,08:00,1
70808080,martes,09:00,1
70808080,martes,10:00,1
70808080,martes,11:00,1
70808080,martes,12:00,1
70808080,martes,13:00,1
70808080,martes,14:00,1
70808080,martes,15:00,1
70808080,martes,16:00,1
70808080,martes,17:00,1
70808080,martes,18:00,1
70808080,martes,19:00,1
70808080,martes,20:00,1
70808080,miercoles,07:00,1
70808080,miercoles,08:00,1
70808080,miercoles,09:00,1
70808080,miercoles,10:00,1
70808080,miercoles,11:00,1
70808080,miercoles,12:00,1
70808080,miercoles,13:00,1
70808080,miercoles,14:00,1
70808080,miercoles,15:00,1
70808080,miercoles,16:00,1
70808080,miercoles,17:00,1
70808080,miercoles,18:00,1
70808080,miercoles,19:00,1
70808080,miercoles,20:00,1
70808080,jueves,07:00,1
70808080,jueves,08:00,1
70808080,jueves,09:00,1
70808080,jueves,10:00,1
70808080,jueves,11:00,1
70808080,jueves,12:00,1
70808080,jueves,13:00,1
70808080,jueves,14:00,1
70808080,jueves,15:00,1
70808080,jueves,16:00,1
70808080,jueves,17:00,1
70808080,jueves,18:00,1
70808080,jueves,19:00,1
70808080,jueves,20:00,1
70808080,viernes,07:00,1
70808080,viernes,08:00,1
70808080,viernes,09:00,1
70808080,viernes,10:00,1
70808080,viernes,11:00,1
70808080,viernes,12:00,1
70808080,viernes,13:00,1
70808080,viernes,14:00,1
70808080,viernes,15:00,1
70808080,viernes,16:00,1
70808080,viernes,17:00,1
70808080,viernes,18:00,1
70808080,viernes,19:00,1
70808080,viernes,20:00,1
70909090,lunes,07:00,1
70909090,lunes,08:00,1
70909090,lunes,09:00,1
70909090,lunes,10:00,1
70909090,lunes,11:00,1
70909090,lunes,12:00,1
70909090,lunes,13:00,1
70909090,lunes,14:00,1
70909090,lunes,15:00,1
70909090,lunes,16:00,1
70909090,lunes,17:00,1
70909090,lunes,18:00,1
70909090,lunes,19:00,1
70909090,lunes,20:00,1
70909090,martes,07:00,1
70909090,martes,08:00,1
70909090,martes,09:00,1
70909090,martes,10:00,1
70909090,martes,11:00,1
70909090,martes,12:00,1
70909090,martes,13:00,1
70909090,martes,14:00,1
70909090,martes,15:00,1
70909090,martes,16:00,1
70909090,martes,17:00,1
70909090,martes,18:00,1
70909090,martes,19:00,1
70909090,martes,20:00,1
70909090,miercoles,07:00,1
70909090,miercoles,08:00,1
70909090,miercoles,09:00,1
70909090,miercoles,10:00,1
70909090,miercoles,11:00,1
70909090,miercoles,12:00,1
70909090,miercoles,13:00,1
70909090,miercoles,14:00,1
70909090,miercoles,15:00,1
70909090,miercoles,16:00,1
70909090,miercoles,17:00,1
70909090,miercoles,18:00,1
70909090,miercoles,19:00,1
70909090,miercoles,20:00,1
70909090,jueves,07:00,1
70909090,jueves,08:00,1
70909090,jueves,09:00,1
70909090,jueves,10:00,1
70909090,jueves,11:00,1
70909090,jueves,12:00,1
70909090,jueves,13:00,1
70909090,jueves,14:00,1
70909090,jueves,15:00,1
70909090,jueves,16:00,1
70909090,jueves,17:00,1
70909090,jueves,18:00,1
70909090,jueves,19:00,1
70909090,jueves,20:00,1
70909090,viernes,07:00,1
70909090,viernes,08:00,1
70909090,viernes,09:00,1
70909090,viernes,10:00,1
70909090,viernes,11:00,1
70909090,viernes,12:00,1
70909090,viernes,13:00,1
70909090,viernes,14:00,1
70909090,viernes,15:00,1
70909090,viernes,16:00,1
70909090,viernes,17:00,1
70909090,viernes,18:00,1
70909090,viernes,19:00,1
70909090,viernes,20:00,1
20202020,lunes,07:00,1
20202020,lunes,08:00,1
20202020,lunes,09:00,1
20202020,lunes,10:00,1
20202020,lunes,11:00,1
20202020,lunes,12:00,1
20202020,lunes,13:00,1
20202020,lunes,14:00,1
20202020,lunes,15:00,1
20202020,lunes,16:00,1
20202020,lunes,17:00,1
20202020,lunes,18:00,1
20202020,lunes,19:00,1
20202020,lunes,20:00,1
20202020,martes,07:00,1
20202020,martes,08:00,1
20202020,martes,09:00,1
20202020,martes,10:00,1
20202020,martes,11:00,1
20202020,martes,12:00,1
20202020,martes,13:00,1
20202020,martes,14:00,1
20202020,martes,15:00,1
20202020,martes,16:00,1
20202020,martes,17:00,1
20202020,martes,18:00,1
20202020,martes,19:00,1
20202020,martes,20:00,1
20202020,miercoles,07:00,1
20202020,miercoles,08:00,1
20202020,miercoles,09:00,1
20202020,miercoles,10:00,1
20202020,miercoles,11:00,1
20202020,miercoles,12:00,1
20202020,miercoles,13:00,1
20202020,miercoles,14:00,1
20202020,miercoles,15:00,1
20202020,miercoles,16:00,1
20202020,miercoles,17:00,1
20202020,miercoles,18:00,1
20202020,miercoles,19:00,1
20202020,miercoles,20:00,1
20202020,jueves,07:00,1
20202020,jueves,08:00,1
20202020,jueves,09:00,1
20202020,jueves,10:00,1
20202020,jueves,11:00,1
20202020,jueves,12:00,1
20202020,jueves,13:00,1
20202020,jueves,14:00,1
20202020,jueves,15:00,1
20202020,jueves,16:00,1
20202020,jueves,17:00,1
20202020,jueves,18:00,1
20202020,jueves,19:00,1
20202020,jueves,20:00,1
20202020,viernes,07:00,1
20202020,viernes,08:00,1
20202020,viernes,09:00,1
20202020,viernes,10:00,1
20202020,viernes,11:00,1
20202020,viernes,12:00,1
20202020,viernes,13:00,1
20202020,viernes,14:00,1
20202020,viernes,15:00,1
20202020,viernes,16:00,1
20202020,viernes,17:00,1
20202020,viernes,18:00,1
20202020,viernes,19:00,1
20202020,viernes,20:00,1
21212121,lunes,07:00,1
21212121,lunes,08:00,1
21212121,lunes,09:00,1
21212121,lunes,10:00,1
21212121,lunes,11:00,1
21212121,lunes,12:00,1
21212121,lunes,13:00,1
21212121,lunes,14:00,1
21212121,lunes,15:00,1
21212121,lunes,16:00,1
21212121,lunes,17:00,1
21212121,lunes,18:00,1
21212121,lunes,19:00,1
21212121,lunes,20:00,1
21212121,martes,07:00,1
21212121,martes,08:00,1
21212121,martes,09:00,1
21212121,martes,10:00,1
21212121,martes,11:00,1
21212121,martes,12:00,1
21212121,martes,13:00,1
21212121,martes,14:00,1
21212121,martes,15:00,1
21212121,martes,16:00,1
21212121,martes,17:00,1
21212121,martes,18:00,1
21212121,martes,19:00,1
21212121,martes,20:00,1
21212121,miercoles,07:00,1
21212121,miercoles,08:00,1
21212121,miercoles,09:00,1
21212121,miercoles,10:00,1
21212121,miercoles,11:00,1
21212121,miercoles,12:00,1
21212121,miercoles,13:00,1
21212121,miercoles,14:00,1
21212121,miercoles,15:00,1
21212121,miercoles,16:00,1
21212121,miercoles,17:00,1
21212121,miercoles,18:00,1
21212121,miercoles,19:00,1
21212121,miercoles,20:00,1
21212121,jueves,07:00,1
21212121,jueves,08:00,1
21212121,jueves,09:00,1
21212121,jueves,10:00,1
21212121,jueves,11:00,1
21212121,jueves,12:00,1
21212121,jueves,13:00,1
21212121,jueves,14:00,1
21212121,jueves,15:00,1
21212121,jueves,16:00,1
21212121,jueves,17:00,1
21212121,jueves,18:00,1
21212121,jueves,19:00,1
21212121,jueves,20:00,1
21212121,viernes,07:00,1
21212121,viernes,08:00,1
21212121,viernes,09:00,1
21212121,viernes,10:00,1
21212121,viernes,11:00,1
21212121,viernes,12:00,1
21212121,viernes,13:00,1
21212121,viernes,14:00,1
21212121,viernes,15:00,1
21212121,viernes,16:00,1
21212121,viernes,17:00,1
21212121,viernes,18:00,1
21212121,viernes,19:00,1
21212121,viernes,20:00,1
22222223,lunes,07:00,1
22222223,lunes,08:00,1
22222223,lunes,09:00,1
22222223,lunes,10:00,1
22222223,lunes,11:00,1
22222223,lunes,12:00,1
22222223,lunes,13:00,1
22222223,lunes,14:00,1
22222223,lunes,15:00,1
22222223,lunes,16:00,1
22222223,lunes,17:00,1
22222223,lunes,18:00,1
22222223,lunes,19:00,1
22222223,lunes,20:00,1
22222223,martes,07:00,1
22222223,martes,08:00,1
